LSL;Logical Shift Left;Dx,Dy;BWL;*;*;*;0;*
LSL;Logical Shift Left;#<1-8>,Dy;BWL;*;*;*;0;*
LSL;Logical Shift Left;<ea>;BWL;*;*;*;0;*
LSR;Logical Shift Right;...;BWL;*;*;*;0;*
MOVE;Copy value;Dx,Dy;BWL;-;*;*;0;0
MOVE;Copy value;Rn,Dy;-WL;-;*;*;0;0
MOVE;Copy value;Dn,<ea>;BWL;-;*;*;0;0
MOVE;Copy value;<ea>,Dn;BWL;-;*;*;0;0
MOVE;Copy value;<ea>,<ea>;BWL;-;*;*;0;0
MOVE;Copy value;#<data>,Dn;BWL;-;*;*;0;0
MOVE;Copy value;#<data>,<ea>;BWL;-;*;*;0;0
MOVEA;MOVE Address;Dn,An;-WL;*;*;*;*;*
MOVEA;MOVE Address;<ea>,An;-WL;*;*;*;*;*
MOVEA;MOVE Address;An,<ea>;-WL;*;*;*;*;*
MOVEA;MOVE Address;#<data>,An;-WL;*;*;*;*;*
MOVE;To CCR;<ea>,CCR;-W-;I;I;I;I;I
MOVE;To SR;<ea>,SR;-W-;I;I;I;I;I
MOVE;From SR;SR,<ea>;-W-;*;*;*;*;*
MOVE;USP to/from Address Register;USP,An;--L;*;*;*;*;*
MOVE;USP to/from Address Register;An,USP;--L;*;*;*;*;*
MOVEM;MOVE Multiple;<register list>,<ea>;-WL;*;*;*;*;*
MOVEM;MOVE Multiple;<ea>,<register list>;-WL;*;*;*;*;*
MOVEQ;MOVE 8-bit immediate;#<-128.+127>,Dn;--L;-;*;*;0;0
MULS;MULtiply Signed;Dx,Dy;-W-;-;*;*;0;0
MULS;MULtiply Signed;<ea>,Dn;-W-;-;*;*;0;0
MULS;MULtiply Signed;#<data>,Dn;-W-;-;*;*;0;0
MULU;MULtiply Unsigned;Dx,Dy;-W-;-;*;*;0;0
MULU;MULtiply Unsigned;<ea>,Dn;-W-;-;*;*;0;0
MULU;MULtiply Unsigned;#<data>,Dn;-W-;-;*;*;0;0
NEG;NEGate;Dn;BWL;*;*;*;*;*
NEG;NEGate;<ea>;BWL;*;*;*;*;*
NEGX;NEGate with eXtend;Dn;BWL;*;*;*;*;*
NEGX;NEGate with eXtend;<ea>;BWL;*;*;*;*;*
NOP;No OPeration;NOP;;*;*;*;*;*
NOT;Form one's complement;Dn;BWL;-;*;*;0;0
NOT;Form one's complement;<ea>;BWL;-;*;*;0;0
OR;Bit-wise OR;<ea>,Dn;BWL;-;*;*;0;0
OR;Bit-wise OR;<ea>,Dn,<ea>;BWL;-;*;*;0;0
OR;Bit-wise OR;<ea>,Dx,Dy;BWL;-;*;*;0;0
ORI;Bit-wise OR with Immediate;#<data>,<ea>;BWL;-;*;*;0;0
ORI;Bit-wise OR with Immediate;#<data>,Dn;BWL;-;*;*;0;0
ROL;ROtate Left;#<1-8>,Dy;BWL;-;*;*;0;*
ROL;ROtate Left;#<1-8>,Dx,Dy;BWL;-;*;*;0;*
ROL;ROtate Left;#<1-8>,<ea>;BWL;-;*;*;0;*
ROR;ROtate Right;...;BWL;-;*;*;0;*
ROXL;ROtate Left with eXtend;...;BWL;*;*;*;0;*
ROXR;ROtate Right with eXtend;...;BWL;*;*;*;0;*
RTE;ReTurn from Exception;RTE;;I;I;I;I;I
RTR;ReTurn and Restore;RTR;;I;I;I;I;I
RTS;ReTurn from Subroutine;RTS;;*;*;*;*;*
SUB;SUB binary;Dx,Dy,Dn;BWL;*;*;*;*;*
SUB;SUB binary;Dn,<ea>;BWL;*;*;*;*;*
SUB;SUB binary;<ea>,Dn;BWL;*;*;*;*;*
SUBA;SUB binary to An;Rn,An;-WL;*;*;*;*;*
SUBA;SUB binary to An;<ea>,An;-WL;*;*;*;*;*
SUBI;SUB Immediate;#x,Dn;BWL;*;*;*;*;*
SUBI;SUB Immediate;#x,<ea>;BWL;*;*;*;*;*
SUBI;SUB Immediate;#x,An;-W;;*;*;*;*;*
SUBQ;SUB 3-bit immediate;#<1-8>,Dn;BWL;*;*;*;*;*	
SUBQ;SUB 3-bit immediate;<1-8>,<ea>;BWL;*;*;*;*;*	
SUBQ;SUB 3-bit immediate;#<1-8>,An;-WL;*;*;*;*;*
SUBX;SUB eXtended;Dy,Dx;BWL;*;*;*;*;*
SUBX;SUB eXtended;-(Ay),-(Ax);BWL;*;*;*;*;*
SWAP;SWAP words of Dn;Dn;-W-;-;*;*;0;0
TRAP;Execute TRAP Exception;#<vector>;;*;*;*;*;*
TRAPV;TRAPV Exception if V-bit Set;TRAPV;;*;*;*;*;*
TST;TeST for negative or zero;<ea>;BWL;-;*;*;0;0
TST;TeST for negative or zero;Dn;BWL;-;*;*;0;0
